Track,Album Name,Artist,Release Date,All Time Rank,YouTube Views,TikTok Views,Explicit Track
Malibu,Malibu,Miley Cyrus,5/11/2017,3763.0,541704571.0,1190522330.0,0
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,3/13/2020,2923.0,280056.0,1195714328.0,1
Rather Be (feat. Jess Glynne),I Cry When I Laugh,Clean Bandit,1/1/2013,2236.0,875568512.0,1196196511.0,0
Love Songs - Bonus,Love Songs,Kaash Paige,11/19/2018,2031.0,121801747.0,1196836319.0,0
idfc,Idfc,blackbear,10/26/2014,4117.0,676519290.0,1202118262.0,1
Champagne Poetry,Certified Lover Boy,Drake,9/3/2021,2836.0,63664549.0,1204022719.0,1
Fed Up,ANTI-ICON,Ghostemane,10/21/2020,3785.0,128686770.0,1206875855.0,1
LADY GAGA,LADY GAGA,Peso Pluma,6/22/2023,212.0,362779953.0,1207597707.0,1
Summer,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Calvin Harris,1/1/2014,935.0,1989930606.0,1214191679.0,0
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,6/23/2023,630.0,143805714.0,1220529181.0,1
Passinho Debochado,Passinho Debochado,Dan Ventura,7/30/2021,4384.0,96088323.0,1220672571.0,0
wiggy,wiggy,Young Miko,7/21/2023,1962.0,53263040.0,1221296456.0,1
Toca o Trompete,Cadï¿½ï¿½ o After? P,Felipe Amorim,7/21/2023,1087.0,196927226.0,1222155154.0,1
BLUE,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,19.0,16038053.0,1225345800.0,0
Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album),Dua Lipa,5/25/2023,85.0,173044031.0,1227837850.0,0
Dancing With Your Ghost,Dancing With Your Ghost,Sasha Alex Sloan,6/28/2019,2458.0,67117513.0,1230812968.0,0
Poker Face,The Fame,Lady Gaga,1/1/2008,3302.0,256379013.0,1231170484.0,0
BREAK MY SOUL,BREAK MY SOUL,Beyoncï¿,6/21/2022,544.0,122345818.0,1231848412.0,0
Andrea,Un Verano Sin Ti,Bad Bunny,5/6/2022,1335.0,321888868.0,1232405599.0,1
Ambition For Cash,Ambition For Cash,Key Glock,10/1/2021,3835.0,29058447.0,1234944902.0,1
Counting Stars,Native (Standard),OneRepublic,1/1/2013,892.0,304524339.0,1245061983.0,0
Tchuco Nela,Tchuco Nela,MC Rogerinho,4/8/2022,3727.0,233659337.0,1245591509.0,1
FEARLESS,FEARLESS,LE SSERAFIM,5/2/2022,2328.0,386459691.0,1245609565.0,0
Mo Bamba,Mo Bamba,Sheck Wes,9/19/2017,1266.0,498454408.0,1247183383.0,1
Area Codes,Area Codes,Kaliii,3/17/2023,1220.0,71928705.0,1249845764.0,1
Derniï¿½ï¿½re d,Derniï¿½ï¿½re D,Indila,11/13/2013,2672.0,1717040143.0,1251931456.0,0
Sprinter,Sprinter - Single,Dave,6/1/2023,78.0,219666692.0,1254944697.0,1
Golden,Fine Line,Harry Styles,12/13/2019,1645.0,332759355.0,1255165488.0,0
Singapur,El Androide,El Alfa,5/15/2020,3641.0,477774248.0,1255331962.0,0
Shameless,Shameless,Camila Cabello,9/5/2019,3419.0,297234963.0,1255373850.0,0
"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,11/27/2020,2615.0,445932496.0,1257208158.0,0
Girl On Fire,NRJ Music Awards 2013,Alicia Keys,1/1/2012,3620.0,719570982.0,1264756176.0,0
Pretty - Sped Up,Pretty,MEYY,6/7/2023,411.0,485422.0,1267424672.0,0
Sal y Perrea,42,Sech,4/15/2021,2952.0,195376978.0,1268200579.0,0
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,11/20/2011,254.0,5644117304.0,1268235679.0,1
Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,Metro Boomin,12/2/2022,57.0,193982443.0,1268862678.0,1
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,6/22/2023,136.0,1022331.0,1272592848.0,0
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",His & Hers,Internet Money,5/13/2021,2631.0,49154791.0,1272691476.0,1
Move Your Body,Move Your Body - Single,ýýwnboss,10/29/2021,1606.0,91180099.0,1275662545.0,0
Worth It,Reflection (Japan Deluxe Edition),Fifth Harmony,1/1/2014,1517.0,2318717784.0,1277991912.0,0
Piece Of Your Heart,Piece Of Your Heart,MEDUZA,2/1/2019,966.0,464369299.0,1282810923.0,0
Kill Bill,SOS,SZA,12/8/2022,68.0,220538045.0,1284413960.0,0
Love Tonight - David Guetta Remix Edit,Love Tonight (David Guetta Remix),Shouse,6/11/2021,1748.0,1063180.0,1286306864.0,0
Blood // Water,Blood / / Water,grandson,10/27/2017,3745.0,218493561.0,1291420904.0,0
Shivers,#NAME?,Ed Sheeran,1/1/2020,330.0,683237554.0,1292107474.0,0
ELEVEN,ELEVEN,IVE,12/1/2021,2407.0,458931624.0,1292286614.0,0
Reloj,Reloj,Rauw Alejandro,10/22/2020,1072.0,645701697.0,1294351127.0,1
AMG,AMG,Natanael Cano,11/24/2022,715.0,323942993.0,1294755383.0,1
Lily,Different World,Alan Walker,12/14/2018,870.0,1057546150.0,1297576376.0,0
Pipoco,Pipoco,Ana Castela,5/20/2022,1794.0,384799195.0,1298188205.0,0
Static,Gemini Rights,Steve Lacy,7/15/2022,1786.0,18632784.0,1303631045.0,1
Romantic Homicide,Romantic Homicide,d4vd,7/20/2022,308.0,154143867.0,1306972284.0,0
Ropa Cara,Ropa Cara,Camilo,1/18/2021,3979.0,315331221.0,1309968091.0,0
Loco,Loco,Justin Quiles,5/13/2021,2864.0,22493718.0,1310854382.0,0
Karma,Karma,JoJo Siwa,4/5/2024,716.0,43892777.0,1314113353.0,0
WASTE,DISORDER,Kxllswxtch,10/29/2021,2684.0,39751949.0,1314232560.0,1
Se Joga no Passinho,Se Joga no Passinho,Brisa Star,6/18/2021,3901.0,381825698.0,1314262368.0,0
Jealous,Jealous,Eyedress,12/6/2019,1615.0,100552408.0,1315165820.0,0
Deli,Like..? Deluxe (Apple Music Edition),Ice Spice,1/20/2023,1659.0,83093258.0,1315525703.0,1
TiK ToK,TiK ToK,Kesha,8/7/2009,4226.0,206057670.0,1322923785.0,0
Me Too,Me Too,Meghan Trainor,5/5/2016,3105.0,93314560.0,1329533689.0,0
BOOKER T,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/2020,2351.0,452234537.0,1329875404.0,1
X ï¿½ï¿½LTIMA,LEGENDADDY,Daddy Yankee,3/25/2022,2503.0,123846563.0,1334863571.0,1
Sexo Virtual,VICE VERSA,Rauw Alejandro,6/25/2021,3460.0,141862016.0,1336043098.0,1
CHORRITO PA LAS ANIMAS,SIXDO,Feid,12/2/2022,707.0,228242847.0,1339213086.0,1
Hold On,Hold On,Chord Overstreet,2/3/2017,1725.0,817730890.0,1343189392.0,0
Que Calor (with J Balvin & El Alfa),Major Lazer Essentials,Major Lazer,10/19/2018,3875.0,235890905.0,1344891926.0,0
Walking On A Dream,Walking On A Dream,Empire Of The Sun,1/1/2008,3476.0,326484288.0,1346152082.0,0
when the party's over,when the party's over,Billie Eilish,10/17/2018,787.0,931398498.0,1349258289.0,0
Bandook,Bandook,Nirvair Pannu,5/30/2020,740.0,156528470.0,1349843169.0,0
SUGAR,Big Swag,BROCKHAMPTON,6/22/2019,4346.0,75958373.0,1350079629.0,1
KICK BACK,KICK BACK,Kenshi Yonezu,10/12/2022,1469.0,171459970.0,1353881739.0,0
MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),MR. TAKE YA B*TCH (FEAT. CHRISEANROCK),Lil Mabu,10/17/2023,575.0,45962989.0,1354562740.0,1
Lemonade,Lemonade,Internet Money,8/14/2020,523.0,446997037.0,1355578291.0,1
Moto,Moto - Single,Diler Kharkiya,1/6/2020,778.0,706716815.0,1357260180.0,0
I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,6/3/2022,179.0,299001099.0,1359837461.0,1
Bipolar,Bipolar,Mc Davi,4/9/2021,1727.0,357542893.0,1360596383.0,1
Fire On Fire,Fire On Fire,Sam Smith,12/21/2018,2900.0,408377555.0,1362132192.0,0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,10/28/2022,563.0,44883383.0,1367774822.0,0
Espresso,Espresso,Sabrina Carpenter,4/12/2024,22.0,107550212.0,1379499000.0,1
Bangarang (feat. Sirah),Bangarang EP,Skrillex,12/23/2011,3123.0,1122789221.0,1383691192.0,1
you broke me first,you broke me first,Tate McRae,4/17/2020,409.0,706284693.0,1383885042.0,1
Cough,Cough,Kizz Daniel,10/13/2022,655.0,211940922.0,1387044831.0,1
favorite crime,SOUR,Olivia Rodrigo,5/21/2021,1564.0,168012952.0,1391309287.0,0
TULUM,TULUM,Peso Pluma,6/28/2023,328.0,253468644.0,1391833232.0,1
Seven Nation Army,Elephant,The White Stripes,1/1/2003,4030.0,339571990.0,1394903550.0,0
Feel Good Inc.,Demon Days,Gorillaz,5/23/2005,3548.0,1211241854.0,1396761942.0,0
CASE 143,MAXIDENT,Stray Kids,10/7/2022,3149.0,188978133.0,1397216002.0,0
Cï¿½ï¿½,VICE VERSA,Rauw Alejandro,6/25/2021,2215.0,132634826.0,1408309850.0,1
The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette) - Single,ODESZA,2/8/2022,3905.0,35159391.0,1408619017.0,0
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,164.0,1779243626.0,1409756969.0,0
Calling My Phone,Calling My Phone,Lil Tjay,2/12/2021,263.0,482028631.0,1411545704.0,1
Electric Love,Candy,Bï¿½ï¿,11/10/2014,3874.0,271796914.0,1412148968.0,0
High Fashion (feat. Mustard),Please Excuse Me For Being Antisocial,Roddy Ricch,12/6/2019,1351.0,215454028.0,1413496668.0,1
El Gordo Trae El Mando,El Gordo Trae El Mando,Chino Pacas,1/27/2023,720.0,178469204.0,1417345345.0,1
Chichiquetere,Chichiquetere,HCTM,8/6/2022,1017.0,163462.0,1420793896.0,0
Agua (with J Balvin),"Agua (with J Balvin) [Music From ""Sponge On The Run"" Movie]",Tainy,7/9/2020,822.0,1040938222.0,1423789944.0,0
To the Bone,Flying Solo,Pamungkas,6/14/2019,4221.0,461577619.0,1424731067.0,0
Mi Tesoro (feat. Nicky Jam),Motivan2,Zion & Lennox,9/30/2016,3631.0,168005056.0,1426765550.0,0
DARBA 9ADIYA,DARBA 9ADIYA,Moha K,4/28/2023,3196.0,74548185.0,1429881947.0,0
Never Lose Me,Never Lose Me - Single,Flo Milli,11/30/2023,420.0,11587186.0,1434396157.0,1
The Business,The Business,Tiï¿½ï¿,9/16/2020,381.0,539885283.0,1435552956.0,0
In Ha Mood,In Ha Mood,Ice Spice,1/6/2023,1234.0,71742798.0,1435693104.0,1
Cochinae,Querian Perreo?,Julianno Sosa,4/19/2022,2438.0,285012395.0,1442464830.0,1
On The Floor,VTM Kzoom Hits Best Of 2011,Jennifer Lopez,1/1/2011,2768.0,2333347395.0,1446146402.0,0
vampire,vampire,Olivia Rodrigo,6/30/2023,138.0,113450524.0,1448207880.0,1
Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,9/24/2021,1650.0,59271967.0,1449246797.0,0
HOLIDAY,HOLIDAY,Lil Nas X,11/13/2020,1774.0,298362799.0,1449949822.0,1
Rush,Rush,Ayra Starr,9/16/2022,205.0,361174452.0,1454848289.0,0
Memories,Memories,Maroon 5,9/20/2019,194.0,1290292327.0,1458416059.0,0
Wrecking Ball,538 Hitzone Best Of 2013,Miley Cyrus,1/1/2013,1316.0,1694450676.0,1460975398.0,0
Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,11/30/2018,1852.0,561103775.0,1462282216.0,0
I'm Geekin,I'm Geekin,DDG,4/21/2023,3584.0,9862592.0,1467434192.0,1
2 Hielos,2 Hielos,King Savagge,2/2/2023,2443.0,60811918.0,1479348962.0,1
NEON BLADE,NEON BLADE,MoonDeity,6/1/2022,1821.0,223554131.0,1479505358.0,1
Money Trees,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1/1/2012,2167.0,385175377.0,1484578640.0,1
Young,Vibes,Vacations,12/9/2016,4431.0,105282082.0,1487039791.0,0
Ta Ta Ta,Bayanni,Bayanni,8/24/2022,586.0,59927668.0,1493815667.0,1
Show Me How,Show Me How - Single,Men I Trust,2/28/2018,3965.0,91890599.0,1503260547.0,0
Malvada,Malvada,Zï¿½ï¿½ Fe,1/28/2022,2382.0,401495057.0,1504623313.0,0
Ayang,Ayang,Nabila Maharani,10/5/2022,3233.0,45683645.0,1504849718.0,0
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,325.0,767399825.0,1505078331.0,1
Take You Dancing,Take You Dancing,Jason Derulo,7/22/2020,1039.0,460154791.0,1506051452.0,0
Break My Heart,Break My Heart,Dua Lipa,3/25/2020,496.0,761387435.0,1509626629.0,0
Holanda,Holanda,Jhayco,7/28/2023,651.0,104188558.0,1510621389.0,1
No Hands (feat. Roscoe Dash & Wale),No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,9/6/2010,2655.0,464462597.0,1511650572.0,1
ONLY,ONLY,LeeHi,8/27/2021,3724.0,154369917.0,1513137827.0,0
Train Wreck,Back from the Edge,James Arthur,10/28/2016,4464.0,365027836.0,1514260404.0,0
It'll Be Okay,It'll Be Okay,Shawn Mendes,12/1/2021,2925.0,114495950.0,1514925086.0,0
Piï¿½ï¿½o de Vida L,Piï¿½ï¿½o de Vida L,Japï¿½ï¿½,4/27/2023,4244.0,94498808.0,1517249875.0,0
bury a friend,bury a friend,Billie Eilish,1/30/2019,1739.0,574257361.0,1519293340.0,0
Rara Vez,Rara Vez,Taiu,2/8/2023,860.0,200445038.0,1522432243.0,0
Hell N Back,Hell N Back (Sped Up),Bakar,8/14/2019,1975.0,31571952.0,1524936587.0,1
Freak (feat. REI AMI),Thrill Seeker,Sub Urban,3/13/2020,3652.0,282087862.0,1526797371.0,0
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,10/20/2022,777.0,64413388.0,1526856459.0,1
Not Afraid,Not Afraid,Eminem,5/3/2010,1612.0,2040135706.0,1528287223.0,1
PHONKY TOWN,Phonky Town,PlayaPhonk,3/16/2021,3242.0,79195534.0,1530938016.0,1
Halo,I AM...SASHA FIERCE - Platinum Edition,Beyoncï¿,1/1/2008,4309.0,311700550.0,1532183215.0,0
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,3/17/2024,143.0,944314.0,1542242100.0,1
RON COLA,SATURNO,Rauw Alejandro,11/11/2022,4319.0,13240486.0,1543849310.0,1
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,9/16/2016,549.0,1334796210.0,1545294272.0,1
Going Bad (feat. Drake),Championships,Meek Mill,11/30/2018,1330.0,339988703.0,1545417106.0,1
Summertime Sadness,Born To Die (Deluxe Version),Lana Del Rey,1/1/2011,2606.0,572303765.0,1549975311.0,0
Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,5/11/2023,134.0,363082908.0,1551501289.0,0
Clap For 'Em (feat. Flo Milli & Sada Baby),Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,3/20/2021,2753.0,1198045.0,1553141547.0,1
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,4/25/2019,3314.0,81796283.0,1556374953.0,1
Go Fuck Yourself,First Steps,Two Feet,7/29/2016,2591.0,645296970.0,1557145950.0,1
Memory Reboot,Memory Reboot,Vï¿½,1/13/2023,679.0,139656144.0,1559678788.0,0
I Am Your Gummy Bear (The Gummy Bear Song),Gummybear Song,Gummibï¿½,1/1/2007,2307.0,3982526341.0,1565261998.0,0
S-Class,5-STAR,Stray Kids,6/2/2023,1465.0,202184485.0,1571240092.0,0
Wet (She Got Thatï¿½ï,Wet,YFN Lucci,2/14/2020,4275.0,143927230.0,1572821812.0,1
Bejeweled,Midnights,Taylor Swift,10/21/2022,2577.0,19011964.0,1573795763.0,0
Estï¿½ï¿½ Daï,Alma Vacï¿½,Ivan Cornejo,8/20/2021,2037.0,138793735.0,1575405115.0,0
Untitled #13,Untitled #13,Glwzbll,4/4/2023,2757.0,103148536.0,1579523296.0,0
die,die,lucidbeatz,3/3/2023,2991.0,2872410.0,1580363321.0,0
No Lie,Dua Lipa (Complete Edition),Sean Paul,1/1/2015,1384.0,1613180283.0,1580838186.0,0
A Sky Full of Stars,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Coldplay,1/1/2014,3421.0,395515510.0,1583375110.0,0
Tï¿½ï¿,Tï¿½ï¿,DENNIS,5/4/2023,601.0,164941550.0,1585272275.0,0
Ditto,Ditto,NewJeans,12/19/2022,1098.0,202069442.0,1587051148.0,0
One Kiss (with Dua Lipa),Dua Lipa (Complete Edition),Calvin Harris,1/1/2015,1024.0,1256080361.0,1597020461.0,0
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,10/18/2018,116.0,2763188773.0,1597453878.0,0
Cena Engraï¿½ï¿½ada e Inusi,Cena Engraï¿½ï¿½ada e Inusi,HarmonicoHCO,12/19/2022,4493.0,154648.0,1598275820.0,0
Soak City (Do it),Soak City (Do it),310babii,6/3/2023,1310.0,17779741.0,1598512701.0,1
Yeah! (feat. Lil Jon & Ludacris),Kings Of Crunk (Special Edition),USHER,1/1/2004,2020.0,1200224642.0,1599320816.0,0
Wiggle (feat. Snoop Dogg),Talk Dirty,Jason Derulo,9/10/2013,3568.0,329962266.0,1599868506.0,0
La La La (Brazil 2014),Shakira. (Deluxe Version),Shakira,3/14/2014,4395.0,1315361520.0,1601097526.0,0
Miï¿½ï¿½n,Miï¿½ï¿½n,TINI,4/29/2021,742.0,869498397.0,1607695575.0,0
LALISA,LALISA,LISA,9/10/2021,839.0,900358198.0,1612602199.0,0
Sial,fï¿½ï¿½,Mahalini,1/23/2023,3525.0,97061421.0,1614389086.0,0
Ojos Marrones,Ojos Marrones,Lasso,6/3/2022,2690.0,69184223.0,1614554007.0,0
Kill This Love,Kill This Love,BLACKPINK,4/4/2019,361.0,2920436498.0,1616215054.0,0
I Know,I Know,Kanii,3/10/2023,3914.0,48845907.0,1646887640.0,1
Slumber Party (feat. Princess Nokia),DEMIDEVIL,Ashnikko,6/10/2021,3145.0,112087139.0,1652650346.0,1
Suicidal,Melly vs. Melvin,YNW Melly,11/22/2019,1146.0,317626075.0,1659032393.0,1
Somewhere Only We Know,Somewhere Only We Know,Gustixa,9/5/2022,2286.0,98671018.0,1659044866.0,0
un x100to,un x100to,Grupo Frontera,4/17/2023,76.0,878892413.0,1669065906.0,0
I Hate U,I Hate U - Single,SZA,12/3/2021,956.0,142820854.0,1676387442.0,1
Formula,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,4034.0,95215206.0,1679330230.0,0
Back It up and Dump It (Dump Truck),Back It Up and Dump It (Dump Truck),GC Eternal,7/9/2013,4169.0,2990740.0,1685552133.0,0
Take Me to Church,Take Me to Church EP,Hozier,9/13/2013,2276.0,184351951.0,1691376898.0,0
Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,4/23/2021,2669.0,76319678.0,1691904373.0,1
My Universe,My Universe,Coldplay,9/24/2021,688.0,518912320.0,1700398150.0,0
Upside Down,Upside Down,JVKE,8/18/2020,925.0,19099476.0,1710758827.0,0
Los del Espacio,Los del Espacio - Single,LIT killah,6/1/2023,336.0,314467618.0,1715842070.0,0
Hati-Hati di Jalan,Manusia,Tulus,3/3/2022,3627.0,225136062.0,1719389454.0,0
Vida Gangster,Vida Gangster,Lauty Gram,12/8/2022,1358.0,161745200.0,1721191403.0,1
Shut up My Moms Calling,Shut up My Moms Calling - Single,Hotel Ugly,2/10/2020,1983.0,119059085.0,1722108635.0,0
Puta Mexicana,Som das Regiï¿½ï,DJ Jeeh FDC,12/6/2022,2508.0,122947771.0,1722398168.0,1
The Night We Met,The Night We Met,Lord Huron,2/9/2015,1226.0,807672690.0,1722597041.0,0
La Triple M,La Triple M,Mawell,6/2/2023,671.0,88674781.0,1729443890.0,1
At My Worst,The Prelude,Pink Sweat$,7/17/2020,991.0,537033479.0,1736930175.0,0
Coming for You (feat. A1 x J1),Coming for You (feat. A1 x J1),SwitchOTR,10/29/2021,2786.0,75289061.0,1737382885.0,1
Bebe Dame,Bebe Dame - Single,Fuerza Regida,12/16/2022,1132.0,11080081.0,1746059702.0,0
Cure For Me,Cure For Me,AURORA,7/7/2021,4392.0,145427971.0,1747148081.0,0
Quï¿½ï¿½ Mï¿½ï¿,Quï¿½ï¿½ Mï¿½ï¿,J Balvin,5/28/2021,552.0,874107993.0,1748578220.0,0
I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Mï¿½ï¿½ne,3/19/2021,558.0,286243073.0,1755214047.0,1
changes,changes,XXXTENTACION,3/2/2018,729.0,1002422657.0,1763949180.0,0
Afraid To Feel,Afraid To Feel,LF SYSTEM,5/2/2022,656.0,46743730.0,1767047572.0,0
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,7/24/2020,130.0,747126783.0,1768836179.0,1
stellar,stellar,.diedlonely,6/23/2023,3742.0,5698615.0,1776006642.0,0
Control,Control,Zoe Wees,3/13/2020,1407.0,246089222.0,1783816089.0,0
BESO,RR,ROSALï¿½,3/24/2023,313.0,186060248.0,1792090770.0,0
Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,5/6/2022,1067.0,146768761.0,1794129686.0,0
Promiscuous,Loose (Japan Version),Nelly Furtado,1/1/2006,3348.0,810297837.0,1795501997.0,0
As the World Caves In,As the World Caves In,Sarah Cothran,6/10/2021,3358.0,161956855.0,1818254854.0,0
Night Changes,FOUR (Deluxe),One Direction,11/17/2014,2179.0,948760574.0,1820024186.0,0
Hundred Miles (Sped Up Version),Hundred Miles (Sped Up Version) [feat. Gabriela Richardson] - Single,Yall,2/3/2023,641.0,2287199.0,1820623806.0,0
Zona De Perigo,Zona De Perigo,Leo Santana,12/8/2022,1764.0,202826223.0,1821638330.0,0
My House,My House,Flo Rida,3/17/2015,4205.0,475719992.0,1824623443.0,0
I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,5/13/2022,127.0,409785349.0,1825552705.0,0
DARARI,THE SECOND STEP : CHAPTER ONE,TREASURE,2/15/2022,1396.0,171821740.0,1829158410.0,0
Rich Flex,Her Loss,Drake,11/4/2022,320.0,86053276.0,1834709832.0,1
My Ordinary Life,My Ordinary Life,The Living Tombstone,11/23/2017,3066.0,524696228.0,1835649149.0,0
Salt,Salt (The Remixes),Ava Max,12/12/2019,2891.0,267992366.0,1836584524.0,0
SNAP,SNAP - Single,Rosa Linn,3/19/2022,1828.0,12702613.0,1837588984.0,0
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Wellerman (220 KID x Billen Ted Remix),Nathan Evans,1/21/2021,1691.0,17782969.0,1840016706.0,0
Baila,Baila,Karl Wine,7/31/2020,631.0,12422083.0,1846083524.0,0
RUNAWAY,RUNAWAY,KAYDEN,3/14/2022,1656.0,706350.0,1851606354.0,0
SLOW DANCING IN THE DARK,SLOW DANCING IN THE DARK,Joji,9/12/2018,1167.0,576756813.0,1853292133.0,1
Money,Money,Cardi B,10/23/2018,2070.0,551699941.0,1855716339.0,1
All Around The World (La La La),All Around The World (La La La),R3HAB,4/5/2019,3571.0,147035496.0,1859282676.0,0
Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,5/25/2018,165.0,2372399124.0,1859977153.0,0
Disaster,Disaster - Single,KSLV Noh,6/21/2021,3784.0,54540038.0,1863921422.0,0
Joro,Joro,Wizkid,9/30/2019,4005.0,312077132.0,1866473503.0,0
ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,4/12/2023,351.0,490408465.0,1871819472.0,0
Buga,Buga,Kizz Daniel,5/3/2022,208.0,266679537.0,1872751535.0,0
Aguacero,Un Verano Sin Ti,Bad Bunny,5/6/2022,3068.0,128273450.0,1873295908.0,0
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,12/27/2019,675.0,75540671.0,1876371239.0,1
"Nobody Like U - From ""Turning Red""","Nobody Like U (From ""Turning Red"")",4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turnin,2/25/2022,4453.0,84276192.0,1877005845.0,0
LOVE DIVE,LOVE DIVE,IVE,4/5/2022,1243.0,583304882.0,1878718115.0,0
Fall In Love Alone,Fall In Love Alone,Stacey Ryan,5/13/2022,2746.0,42387613.0,1888735985.0,0
World Cup,World Cup,IShowSpeed,11/4/2022,3052.0,143710823.0,1901333753.0,0
Mon Amour - Remix,Mon Amour (Remix),zzoilo,8/18/2021,1381.0,83908765.0,1903513450.0,0
Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,Bibi Babydoll,5/19/2023,739.0,109440296.0,1908916908.0,1
Like That (feat. Gucci Mane),Hot Pink,Doja Cat,11/7/2019,1405.0,459871445.0,1918118365.0,1
The Spectre,The Spectre,Alan Walker,9/15/2017,1395.0,1517036583.0,1924971468.0,0
Ice Cream (with Selena Gomez),Ice Cream (with Selena Gomez),BLACKPINK,8/28/2020,826.0,1037344011.0,1928057718.0,0
You Are The Reason,You Are The Reason,Calum Scott,11/17/2017,937.0,1425188874.0,1930209423.0,0
Besos Moja2,Besos Moja2,Wisin & Yandel,9/29/2022,1176.0,251373932.0,1931498021.0,0
GENTO,Gento,SB19,5/19/2023,1631.0,48432004.0,1940568487.0,0
Turn Down for What,Turn Down for What,DJ Snake,12/18/2013,1116.0,1350062601.0,1943093911.0,0
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,10/18/2023,301.0,110545167.0,1947539058.0,1
Baby you,Baby you,ýýýýýý,1/18/2023,3273.0,30346457.0,1949963259.0,0
Hide Away,Hide Away,Daya,4/22/2015,4327.0,110108631.0,1951015670.0,0
Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),Badshah,3/26/2020,930.0,1022945729.0,1953198700.0,0
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,1/29/2023,347.0,32806412.0,1953589891.0,0
Boyfriend,Boyfriend,Dove Cameron,2/11/2022,774.0,182917309.0,1955825500.0,1
Munch (Feelinï¿½ï¿½,Munch (Feelinï¿½ï¿½ï¿½ U) - ,Ice Spice,8/10/2022,3855.0,62093393.0,1961457700.0,1
Here's Your Perfect,Here's Your Perfect,Jamie Miller,4/30/2021,2523.0,349432726.0,1962424177.0,0
ANTIFRAGILE,ANTIFRAGILE,LE SSERAFIM,10/17/2022,1704.0,263768312.0,1964836293.0,0
Tadow,Tadow,Masego,10/6/2017,1911.0,587498816.0,1965697775.0,0
Body,Body,Russ Millions,3/25/2021,4272.0,121680881.0,1968763986.0,1
Memories (feat. Kid Cudi),VIVA Club Rotation (Vol. 46),Kid Cudi,12/5/2008,3778.0,589202937.0,1972131587.0,0
SWIPE,SWIPE - Single,ALYPH,10/21/2022,4312.0,16319964.0,1976747330.0,0
